"p_val","avg_log2FC.x","pct.1.x","pct.2.x","p_val_adj","cluster","gene","avg_log2FC.y","pct.1.y","pct.2.y","sd.1","sd.2","RNA.MTC.123","RNA.MTC.456","se","log2FC","tstat","tstat_corrected"
0,1.1070837413706,0.94,0.666,0,"MTC_456","PPA1",1.1070837413706,0.94,0.666,0.494828868736038,0.315358082646294,0.145473563365004,0.714430729126733,0.00501157427100874,1.1070837413706,220.905384516583,140.485602225467
0,1.10569820396738,0.943,0.786,0,"MTC_456","VMO1",1.10569820396738,0.943,0.786,0.689784334960003,0.31544081755542,0.164648255628541,0.863908609982369,0.00654414068730508,1.10569820396738,168.960029559315,84.6752858320325
0,1.10102930966279,1,0.993,0,"MTC_456","ANXA5",1.10102930966279,1,0.993,0.534801492884536,0.346522807800746,0.847069328401056,2.24929234071918,0.00543939033928979,1.10102930966279,202.417778645124,123.903888172474
0,1.09767666566225,0.918,0.504,0,"MTC_456","ADGRE2",1.09767666566225,0.918,0.504,0.460415284176526,0.257780072371445,0.0770737929714941,0.534469063865666,0.00452667164897968,1.09767666566225,242.490896354206,154.750759495335
0,1.09453020997241,0.924,0.396,0,"MTC_456","CLEC5A",1.09453020997241,0.924,0.396,0.491811659010183,0.317618778017595,0.0873167931628327,0.573165682741699,0.00499789012723866,1.09453020997241,218.998453768958,140.322971511456
0,1.09358632223355,0.994,0.957,0,"MTC_456","EIF5A",1.09358632223355,0.994,0.957,0.397749772899462,0.335360065110452,0.327770903756616,1.14967108793989,0.00439346599970574,1.09358632223355,248.911980269518,168.286394284359
0,1.07571220520495,0.996,0.928,0,"MTC_456","C1orf162",1.07571220520495,0.996,0.928,0.384104431239696,0.45072673484541,0.453248293896294,1.36564900713027,0.00492632098486347,1.07571220520495,218.36015324827,157.394252809286
0,1.05975324077239,1,1,0,"MTC_456","MYL6",1.05975324077239,1,1,0.503457107320735,0.327907044211319,2.14859110912687,5.36291957371772,0.00512748611289322,1.05975324077239,206.680860257741,128.956327727148
0,1.04938225833385,1,0.999,0,"MTC_456","HSP90B1",1.04938225833385,1,0.999,0.629489774451506,0.545419520155918,1.88422986159834,4.76485471133941,0.00702525098355761,1.04938225833385,149.372920738334,101.29646769387
0,1.04634167931654,0.998,0.983,0,"MTC_456","NOP10",1.04634167931654,0.998,0.983,0.433975591715857,0.32347537530582,0.443436443650744,1.29255846047689,0.00459490936599206,1.04634167931654,227.71758830778,148.566454379781
0,1.04572057449629,0.693,0.181,0,"MTC_456","PHLDA1",1.04572057449629,0.693,0.181,0.607860786541912,0.136252275618251,0.017830218763952,0.349189603618808,0.00543258834196295,1.04572057449629,192.490302719761,93.3757105954518
0,1.03890060962349,0.974,0.849,0,"MTC_456","PIM1",1.03890060962349,0.974,0.849,0.481562314213307,0.308142901190372,0.132273741947836,0.709720156405737,0.0048821948839908,1.03890060962349,212.793760656739,135.926051576421
0,1.02712246539794,0.843,0.404,0,"MTC_456","FLT1",1.02712246539794,0.843,0.404,0.586300984997935,0.192766333310431,0.0380355890044034,0.358699685655141,0.00535957282096789,1.02712246539794,191.642599085434,96.4088934768033
